id,shares,source,sedol,name,as_of_date,currency,country,adr,adr_price,adr_turnover,turnover_usd,exchange,ratio,price_usd
8593 JP Equity,179700.0,ETF,6268976,Mitsubishi HC Capital Inc,2025-09-25,JPY,JAPAN,MIUFY US Equity,16.38,1138.3277083333332,23168615.396825396,XTKS,4.913231493709844e-05,8.2905
8601 JP Equity,359800.0,ETF,6251448,Daiwa Securities Group Inc,2025-09-25,JPY,JAPAN,DSEEY US Equity,8.18,40540.554,35929838.571428575,XTKS,0.0011283255258552113,8.11027
8604 JP Equity,743700.0,ETF,6643108,Nomura Holdings Inc,2025-09-25,JPY,JAPAN,NMR US Equity,7.44,3460373.076923077,71651272.38095239,XTKS,0.0482946493751725,7.40271
8630 JP Equity,224000.0,ETF,B62G7K6,Sompo Holdings Inc,2025-09-25,JPY,JAPAN,SMPNY US Equity,15.29,1513298.3984615386,83964040.31746031,XTKS,0.018023172690831653,30.53868
8697 JP Equity,267000.0,ETF,6743882,Japan Exchange Group Inc,2025-09-25,JPY,JAPAN,JPXGY US Equity,11.1575,952315.9015384614,38795321.428571425,XTKS,0.024547184208586384,11.28096
8725 JP Equity,331300.0,ETF,B2Q4CS1,MS&AD Insurance Group Holdings,2025-09-25,JPY,JAPAN,MSADY US Equity,22.49,1430639.7876923077,85203859.84126984,XTKS,0.016790786125857583,22.46179
8750 JP Equity,877600.0,ETF,B601QS4,Dai-ichi Life Holdings Inc,2025-09-25,JPY,JAPAN,DLICY US Equity,14.75,490605.80615384615,64027264.92063492,XTKS,0.007662451406630866,7.90334
8766 JP Equity,459300.0,ETF,6513126,Tokio Marine Holdings Inc,2025-09-25,JPY,JAPAN,TKOMY US Equity,41.2625,4013097.369230769,170457352.6984127,XTKS,0.02354311683070119,41.17883
8795 JP Equity,120500.0,ETF,6744294,T&D Holdings Inc,2025-09-25,JPY,JAPAN,TDHOY US Equity,12.69,139080.8693846154,41765614.28571428,XTKS,0.00333003289340311,23.96369
8801 JP Equity,667400.0,ETF,6597603,Mitsui Fudosan Co Ltd,2025-09-25,JPY,JAPAN,MTSFY US Equity,32.97,705042.5876923078,77684157.77777778,XTKS,0.009075757630135385,10.7336
8802 JP Equity,261900.0,ETF,6596729,Mitsubishi Estate Co Ltd,2025-09-25,JPY,JAPAN,MITEY US Equity,23.185,638562.6584615384,64536530.15873016,XTKS,0.00989459236328585,22.34831
8830 JP Equity,73400.0,ETF,6858902,Sumitomo Realty & Development,2025-09-25,JPY,JAPAN,SURYY US Equity,,4015.5107142857146,45459143.49206349,XTKS,8.833230029920745e-05,43.14131
8951 JP Equity,2120.0,ETF,6396800,Nippon Building Fund Inc,2025-09-25,JPY,JAPAN,,,,22631259.04761905,XTKS,,945.19727
9005 JP Equity,127200.0,ETF,6896548,Tokyu Corp,2025-09-25,JPY,JAPAN,TOKUY US Equity,12.48,3022.0468292682926,18303862.476190478,XTKS,0.00016510432337433413,12.53588
900948 CH Equity,185900.0,ETF,6019011,Inner Mongolia Yitai Coal Co L,2025-09-25,USD,CHINA,,,,3758783.9104477614,XSHG,,1.929
902 HK Equity,1526000.0,ETF,6099671,Huaneng Power International In,2025-09-25,HKD,CHINA,,,,28159720.818181816,XHKG,,0.70805
9020 JP Equity,236500.0,ETF,6298542,East Japan Railway Co,2025-09-25,JPY,JAPAN,EJPRY US Equity,12.3,652149.7738461539,61148812.53968254,XTKS,0.010664962192404655,24.64455
9021 JP Equity,117100.0,ETF,6957995,West Japan Railway Co,2025-09-25,JPY,JAPAN,WJRYY US Equity,22.175,216373.49076923076,37344706.03174603,XTKS,0.005793953514730997,22.21481
9022 JP Equity,182100.0,ETF,6183552,Central Japan Railway Co,2025-09-25,JPY,JAPAN,CJPRY US Equity,14.312,477062.6938461538,63495704.28571428,XTKS,0.007513306596293424,28.18904
9023 JP Equity,89000.0,ETF,BQTY1X4,Tokyo Metro Co Ltd,2025-09-25,JPY,JAPAN,TKMTY US Equity,,1506.9946666666667,33735194.28571428,XTKS,4.46712905787185e-05,11.69815
9042 JP Equity,61500.0,ETF,6408664,Hankyu Hanshin Holdings Inc,2025-09-25,JPY,JAPAN,HNNKY US Equity,,,17656554.38095238,XTKS,,29.71097
9101 JP Equity,116200.0,ETF,6643960,Nippon Yusen KK,2025-09-25,JPY,JAPAN,NPNYY US Equity,6.95,257774.8452307692,106825437.46031746,XTKS,0.0024130474104215585,35.69188
9104 JP Equity,87400.0,ETF,6597584,Mitsui OSK Lines Ltd,2025-09-25,JPY,JAPAN,MSLOY US Equity,15.228,339283.20153846155,87820757.3015873,XTKS,0.0038633600069437027,31.39977
9107 JP Equity,85400.0,ETF,6484686,Kawasaki Kisen Kaisha Ltd,2025-09-25,JPY,JAPAN,KAIKY US Equity,15.1,1381.4445454545455,65383196.50793651,XTKS,2.1128433897948985e-05,14.99232
914 HK Equity,314500.0,ETF,6080396,Anhui Conch Cement Co Ltd,2025-09-25,HKD,CHINA,AHCHY US Equity,14.98,149664.0776923077,31879848.106060605,XHKG,0.004694629572712908,2.94787
9143 JP Equity,86200.0,ETF,BFFY885,SG Holdings Co Ltd,2025-09-25,JPY,JAPAN,SGHDY US Equity,9.0,2071.056086956522,19401103.031746034,XTKS,0.0001067493989165282,10.48662
916 HK Equity,699000.0,ETF,B4Q2TX3,China Longyuan Power Group Cor,2025-09-25,HKD,CHINA,CLPXY US Equity,9.75,59769.69825396826,26644806.21212121,XHKG,0.0022432025880817974,0.99462
9201 JP Equity,42000.0,ETF,B8BRV46,Japan Airlines Co Ltd,2025-09-25,JPY,JAPAN,JAPSY US Equity,10.44,208048.98815384615,43657136.666666664,XTKS,0.004765520692352159,20.62613
9202 JP Equity,37000.0,ETF,6014908,ANA Holdings Inc,2025-09-25,JPY,JAPAN,ALNPY US Equity,4.0,8113.494307692308,39172933.333333336,XTKS,0.00020711990696873115,19.40458
939 HK Equity,24116260.0,ETF,B0LMTQ3,China Construction Bank Corp,2025-09-25,HKD,CHINA,CICHY US Equity,19.23,1599721.096923077,286536137.8787879,XHKG,0.005582964539013226,0.93807
9432 JP Equity,7495000.0,ETF,6641373,NTT Inc,2025-09-25,JPY,JAPAN,NTTYY US Equity,26.16,2163809.4584615384,159326072.2222222,XTKS,0.0135810130023386,1.05667
9433 JP Equity,770000.0,ETF,6248990,KDDI Corp,2025-09-25,JPY,JAPAN,KDDIY US Equity,16.29,2820895.3076923075,139054554.76190478,XTKS,0.02028624889362572,16.28062
9434 JP Equity,7177800.0,ETF,BF5M0K5,SoftBank Corp,2025-09-25,JPY,JAPAN,SOBKY US Equity,15.235,836130.0138461539,92123906.1904762,XTKS,0.009076145904162641,1.51459
9435 JP Equity,5400.0,ETF,6416322,Hikari Tsushin Inc,2025-09-25,JPY,JAPAN,,,,21520766.682539683,XTKS,,279.0201
9502 JP Equity,166500.0,ETF,6195609,Chubu Electric Power Co Inc,2025-09-25,JPY,JAPAN,,,,33583554.76190476,XTKS,,13.98438
9503 JP Equity,235600.0,ETF,6483489,Kansai Electric Power Co Inc/T,2025-09-25,JPY,JAPAN,KAEPY US Equity,7.68,125946.47138461542,72847118.09523809,XTKS,0.0017289149478769614,14.79875
9531 JP Equity,82700.0,ETF,6895448,Tokyo Gas Co Ltd,2025-09-25,JPY,JAPAN,TKGSY US Equity,17.99,26821.158153846154,45874504.92063492,XTKS,0.0005846637080933742,36.23924
9532 JP Equity,95900.0,ETF,6661768,Osaka Gas Co Ltd,2025-09-25,JPY,JAPAN,OSGSY US Equity,60.562,5798.5417777777775,25566183.65079365,XTKS,0.00022680513669852222,28.77645
960 HK Equity,555000.0,ETF,B56KLY9,Longfor Group Holdings Ltd,2025-09-25,HKD,CHINA,LGFRY US Equity,14.865,69545.44538461539,28281135.666666668,XHKG,0.002459075413530319,1.46494
9602 JP Equity,28100.0,ETF,6895200,Toho Co Ltd/Tokyo,2025-09-25,JPY,JAPAN,THCLY US Equity,,,47804337.14285714,XTKS,,63.48041
9618 HK Equity,594126.0,ETF,BKPQZT6,JD.com Inc,2025-09-25,HKD,CHINA,JD US Equity,35.255,440549653.84615386,259500319.6969697,XHKG,1.6976844358442553,17.68206
9626 HK Equity,54348.0,ETF,BLF8533,Bilibili Inc,2025-09-25,HKD,CHINA,BILI US Equity,27.15,76877652.15384616,147041060.15151516,XHKG,0.5228311879323321,27.1399
9633 HK Equity,454800.0,ETF,BMGWW30,Nongfu Spring Co Ltd,2025-09-25,HKD,CHINA,NOGFY US Equity,,,46193885.0,XHKG,,6.69502
966 HK Equity,459000.0,ETF,6264048,China Taiping Insurance Holdin,2025-09-25,HKD,HONG KONG,CTIHY US Equity,,116.61999999999999,33327064.393939395,XHKG,3.4992580991084116e-06,1.84788
9660 HK Equity,1113600.0,ETF,BS5YNY7,Horizon Robotics,2025-09-25,HKD,CHINA,HZRBY US Equity,,,243844001.96969697,XHKG,,1.36214
968 HK Equity,1544000.0,ETF,BGQYNN1,Xinyi Solar Holdings Ltd,2025-09-25,HKD,CHINA,XISHY US Equity,8.423,11398.751153846155,49683137.121212125,XHKG,0.00022942897357782746,0.43948
9697 JP Equity,89500.0,ETF,6173694,Capcom Co Ltd,2025-09-25,JPY,JAPAN,CCOEY US Equity,13.3,1182758.1076923078,64101355.23809524,XTKS,0.018451374441291038,26.54696
9698 HK Equity,265300.0,ETF,BMG40P4,GDS Holdings Ltd,2025-09-25,HKD,CHINA,GDS US Equity,39.7,92760925.07692307,48097876.21212121,XHKG,1.9285867148858906,5.2635
9719 JP Equity,37200.0,ETF,6858474,SCSK Corp,2025-09-25,JPY,JAPAN,SCSXY US Equity,,,29535662.38095238,XTKS,,30.71891
9735 JP Equity,99000.0,ETF,6791591,Secom Co Ltd,2025-09-25,JPY,JAPAN,SOMLY US Equity,9.175,750127.3123076924,36801166.984126985,XTKS,0.020383247972305767,37.00688
9766 JP Equity,25200.0,ETF,6496681,Konami Group Corp,2025-09-25,JPY,JAPAN,KONMY US Equity,80.0,19760.060461538462,79155770.63492064,XTKS,0.0002496351220263535,140.57807
9843 JP Equity,93500.0,ETF,6644800,Nitori Holdings Co Ltd,2025-09-25,JPY,JAPAN,NCLTY US Equity,9.4,951138.0046153847,83894642.6984127,XTKS,0.01133729132186149,94.78673
9863 HK Equity,138300.0,ETF,BJLVDM7,Zhejiang Leapmotor Technology,2025-09-25,HKD,CHINA,,,,65312738.484848484,XHKG,,8.51977
9866 HK Equity,409785.0,ETF,BPR9XV6,NIO Inc,2025-09-25,HKD,CHINA,NIO US Equity,7.015,433712290.0,60613409.24242424,XHKG,7.155385176658867,7.28614
9868 HK Equity,320434.0,ETF,BP6FB33,XPeng Inc,2025-09-25,HKD,CHINA,XPEV US Equity,22.9393,159566847.69230768,202642604.24242425,XHKG,0.7874299103529857,11.10911
9888 HK Equity,550760.0,ETF,B0J2D41,Baidu Inc,2025-09-25,HKD,CHINA,BIDU US Equity,133.5,549481150.7692307,219017309.0909091,XHKG,2.508848058858917,16.91104
9896 HK Equity,100424.0,ETF,BQKNM37,MINISO Group Holding Ltd,2025-09-25,HKD,CHINA,MNSO US Equity,22.525,19325475.676923078,35685537.878787875,XHKG,0.5415492332654592,5.71069
9899 HK Equity,19900.0,ETF,BP2TRS6,NetEase Cloud Music Inc,2025-09-25,HKD,HONG KONG,,,,36637272.57575758,XHKG,,35.23561
9901 HK Equity,311330.0,ETF,BN4MKV3,New Oriental Education & Techn,2025-09-25,HKD,CHINA,EDU US Equity,53.855,59464160.615384616,31854216.28787879,XHKG,1.8667594919926502,5.07845
9910 TT Equity,152096.0,ETF,6336055,Feng TAY Enterprise Co Ltd,2025-09-25,TWD,TAIWAN,,,,3914263.4761194033,XTAI,,3.84337
992 HK Equity,1742000.0,ETF,6218089,Lenovo Group Ltd,2025-09-25,HKD,CHINA,LNVGY US Equity,29.858,1588687.0430769231,108835247.27272727,XHKG,0.014597174011980473,1.49192
9926 HK Equity,172000.0,ETF,BLFJ7Y1,Akeso Inc,2025-09-25,HKD,CHINA,,,,238316425.0,XHKG,,17.4379
9961 HK Equity,156426.0,ETF,BNYK8H9,Trip.com Group Ltd,2025-09-25,HKD,SINGAPORE,TCOM US Equity,76.45,191886680.76923078,145773501.36363637,XHKG,1.3163344433263195,76.90924
998 HK Equity,2139000.0,ETF,B1W0JF2,China CITIC Bank Corp Ltd,2025-09-25,HKD,CHINA,CHCJY US Equity,18.5,62649.91612903226,41040994.39393939,XHKG,0.0015265204231572885,0.84941
9983 JP Equity,48300.0,ETF,6332439,Fast Retailing Co Ltd,2025-09-25,JPY,JAPAN,FRCOY US Equity,30.52,2586324.898461538,368887323.8095238,XTKS,0.007011151458804248,302.98378
9984 JP Equity,243200.0,ETF,6770620,SoftBank Group Corp,2025-09-25,JPY,JAPAN,SFTBY US Equity,64.64,37786309.353846155,1248755700.0,XTKS,0.030259168669937726,130.69889
9988 HK Equity,4319276.0,ETF,BK6YZP5,Alibaba Group Holding Ltd,2025-09-25,HKD,HONG KONG,BABA US Equity,178.823,2367022906.1538463,1891081339.3939395,XHKG,1.2516769410418054,22.10257
9992 HK Equity,135400.0,ETF,BN6PP37,Pop Mart International Group L,2025-09-25,HKD,CHINA,PMRTY US Equity,33.86,1033338.943076923,435359460.6060606,XHKG,0.0023735304652353706,33.64217
9999 HK Equity,434490.0,ETF,BM93SF4,NetEase Inc,2025-09-25,HKD,CHINA,NTES US Equity,151.26,99045668.76923077,159253428.33333334,XHKG,0.6219374352300805,30.12118
A US Equity,73544.0,ETF,2520153,Agilent Technologies Inc,2025-09-25,USD,UNITED STATES,A US Equity,,,201133546.46153846,XNYS,,121.89
AAL LN Equity,270866.0,ETF,BTK05J6,Anglo American PLC,2025-09-25,GBp,BRITAIN,NGLOY US Equity,18.68,4040055.0076923077,64150911.81818182,XLON,0.06297735906143839,35.73518
AAPL US Equity,3768894.0,ETF,2046251,Apple Inc,2025-09-25,USD,UNITED STATES,AAPL US Equity,,,12690195492.307692,XNGS,,256.87
ABB IN Equity,12142.0,ETF,B1Y9QS9,ABB India Ltd,2025-09-25,INR,INDIA,,,,20283150.73846154,XNSE,,58.60445
ABBN SW Equity,398163.0,ETF,7108899,ABB Ltd,2025-09-25,CHF,SWITZERLAND,ABBNY US Equity,71.5,13677719.676923078,135877097.12121212,XSWX,0.10066243661889222,70.20479
ABBV US Equity,445781.0,ETF,B92SR70,AbbVie Inc,2025-09-25,USD,UNITED STATES,ABBV US Equity,,,1118161260.0,XNYS,,218.54
ABEV3 BZ Equity,1116954.0,ETF,BG7ZWY7,Ambev SA,2025-09-25,BRL,BRAZIL,ABEV US Equity,2.305,76598254.0,69314538.05970149,BVMF,1.105082081540022,2.33128
ABF LN Equity,87340.0,ETF,0673123,Associated British Foods PLC,2025-09-25,GBp,BRITAIN,ASBFY US Equity,27.5,1903915.7292307692,16707926.378787879,XLON,0.11395284406136423,26.70468
ABG SJ Equity,195463.0,ETF,BFX05H3,Absa Group Ltd,2025-09-25,ZAr,SOUTH AFRICA,AGRPY US Equity,20.95,5804.510769230768,28650854.545454547,XJSE,0.00020259468212446925,10.33287
ABI BB Equity,249971.0,ETF,BYYHL23,Anheuser-Busch InBev SA/NV,2025-09-25,EUR,BELGIUM,BUD US Equity,59.75,149570132.0,92173792.08955224,XBRU,1.6226969576632353,59.63881
ABN NA Equity,139357.0,ETF,BYQP136,ABN AMRO Bank NV,2025-09-25,EUR,NETHERLANDS,AAVMY US Equity,31.798,331146.4004615384,75513018.80597015,XAMS,0.004385288864062174,31.7918
ABNB US Equity,109949.0,ETF,BMGYYH4,Airbnb Inc,2025-09-25,USD,UNITED STATES,ABNB US Equity,,,603145881.5384616,XNGS,,121.75
ABT US Equity,437797.0,ETF,2002305,Abbott Laboratories,2025-09-25,USD,UNITED STATES,ABT US Equity,,,818389995.3846154,XNYS,,133.31
ABX CN Equity,435688.0,ETF,BNM23Q1,Barrick Mining Corp,2025-09-25,CAD,CANADA,,,,211742757.96875,XTSE,,34.30683
AC FP Equity,48529.0,ETF,5852842,Accor SA,2025-09-25,EUR,FRANCE,ACCYY US Equity,9.46,391752.25984615384,36860846.268656716,XPAR,0.010627869392658687,46.98744
AC PM Equity,51850.0,ETF,B09JBT3,Ayala Corp,2025-09-25,PHP,PHILIPPINES,AYALY US Equity,8.25,1077.10125,3031998.3292307695,XPHS,0.00035524467134956004,8.44988
AC* MM Equity,114100.0,ETF,2823885,Arca Continental SAB de CV,2025-09-25,MXN,MEXICO,,,,19173841.636363637,XMEX,,10.16106
ACA FP Equity,266870.0,ETF,7262610,Credit Agricole SA,2025-09-25,EUR,FRANCE,CRARY US Equity,9.8935,1538693.2661538462,72937394.17910448,XPAR,0.021096082242470074,19.23381
ACEM IN Equity,172342.0,ETF,B09QQ11,Ambuja Cements Ltd,2025-09-25,INR,INDIA,,,,22733636.46153846,XNSE,,6.52901
ACGL US Equity,93443.0,ETF,2740542,Arch Capital Group Ltd,2025-09-25,USD,BERMUDA,ACGL US Equity,,,210566306.92307693,XNGS,,89.57
ACI US Equity,84036.0,ETF,BYNQ369,Albertsons Cos Inc,2025-09-25,USD,UNITED STATES,ACI US Equity,,,120870605.84615384,XNYS,,17.45
ACM US Equity,34192.0,ETF,B1VZ431,AECOM,2025-09-25,USD,UNITED STATES,ACM US Equity,,,110861317.23076923,XNYS,,128.36
ACN US Equity,157318.0,ETF,B4BNMY3,Accenture PLC,2025-09-25,USD,IRELAND,ACN US Equity,,,1165225463.0769231,XNYS,,232.56
ACS SM Equity,50009.0,ETF,B01FLQ6,ACS Actividades de Construccio,2025-09-25,EUR,SPAIN,ACSAY US Equity,15.565,234861.4872307692,21347352.98507463,XMAD,0.011001902081020382,76.62011
ACWA AB Equity,39284.0,ETF,BM8SKZ4,ACWA Power Co,2025-09-25,SAR,SAUDI ARABIA,,,,25033127.454545453,XSAU,,56.36582
AD NA Equity,223682.0,ETF,BD0Q398,Koninklijke Ahold Delhaize NV,2025-09-25,EUR,NETHERLANDS,ADRNY US Equity,40.0325,1971039.7153846154,69241382.68656716,XAMS,0.028466209640943485,39.34294
ADANI IN Equity,962150.0,ETF,BV2DVP5,Adani Power Ltd,2025-09-25,INR,INDIA,,,,67042532.276923075,XNSE,,1.67902
ADBE US Equity,106573.0,ETF,2008154,Adobe Inc,2025-09-25,USD,UNITED STATES,ADBE US Equity,,,1522323883.0769231,XNGS,,354.16
ADCB UH Equity,715597.0,ETF,6545464,Abu Dhabi Commercial Bank PJSC,2025-09-25,AED,UAE,,,,22987731.015625,XADS,,3.88238
ADDTB SS Equity,65229.0,ETF,BLN8T44,AddTech AB,2025-09-25,SEK,SWEDEN,ADDHY US Equity,17.31,178064.52739130435,11192350.0,XSTO,0.015909485263711762,32.78342
ADE IN Equity,40254.0,ETF,B01VRK0,Adani Enterprises Ltd,2025-09-25,INR,INDIA,,,,32207643.384615384,XNSE,,29.03234
ADES AB Equity,99391.0,ETF,BR56KM3,Ades Holding Co,2025-09-25,SAR,SAUDI ARABIA,,,,11109861.121212121,XSAU,,4.24477
ADI US Equity,125486.0,ETF,2032067,Analog Devices Inc,2025-09-25,USD,UNITED STATES,ADI US Equity,,,806648720.0,XNGS,,247.53
ADIB UH Equity,368706.0,ETF,6001728,Abu Dhabi Islamic Bank PJSC,2025-09-25,AED,UAE,,,,19731508.52307692,XADS,,5.98421
ADM LN Equity,50451.0,ETF,B02J639,Admiral Group PLC,2025-09-25,GBp,BRITAIN,AMIGY US Equity,45.255,594907.8790769231,17242402.166666668,XLON,0.03450261009611585,42.4447
ADM US Equity,118280.0,ETF,2047317,Archer-Daniels-Midland Co,2025-09-25,USD,UNITED STATES,ADM US Equity,,,204996406.76923078,XNYS,,61.07
ADNOCDIS UH Equity,774855.0,ETF,BYVGM64,Abu Dhabi National Oil Co for,2025-09-25,AED,UAE,,,,9248304.753846154,XADS,,1.03185
ADNOCDRI UH Equity,737100.0,ETF,BN12D39,ADNOC Drilling Co PJSC,2025-09-25,AED,UAE,,,,13812295.492307693,XADS,,1.56548
ADNOCGAS UH Equity,1540757.0,ETF,BPJLW35,Adnoc Gas PLC,2025-09-25,AED,UAE,,,,29649965.692307692,XADS,,0.93656
ADP FP Equity,5652.0,ETF,B164FY1,Aeroports de Paris SA,2025-09-25,EUR,FRANCE,ARRPY US Equity,13.09,871.7068181818183,10136029.462686567,XPAR,8.600081732110232e-05,128.14758
ADP US Equity,102167.0,ETF,2065308,Automatic Data Processing Inc,2025-09-25,USD,UNITED STATES,ADP US Equity,,,499354398.46153843,XNGS,,288.89
ADS GR Equity,43850.0,ETF,4031976,adidas AG,2025-09-25,EUR,GERMANY,ADDYY US Equity,106.9,10008171.723076923,122327003.28358209,XETR,0.08181490148888616,210.25306
ADSEZ IN Equity,123799.0,ETF,B28XXH2,Adani Ports & Special Economic,2025-09-25,INR,INDIA,,,,33328067.692307692,XNSE,,15.85713
ADSK US Equity,53805.0,ETF,2065159,Autodesk Inc,2025-09-25,USD,UNITED STATES,ADSK US Equity,,,507476550.7692308,XNGS,,320.17
ADVANC-R TB Equity,327700.0,ETF,6412609,Advanced Info Service PCL,2025-09-25,THB,THAILAND,,,,34835504.44444445,XBKK,,9.02549
ADYEN NA Equity,6481.0,ETF,BZ1HM42,Adyen NV,2025-09-25,EUR,NETHERLANDS,ADYEY US Equity,16.0,14368644.553846154,116555620.14925373,XAMS,0.12327714901646597,1608.49717
AEE US Equity,66908.0,ETF,2050832,Ameren Corp,2025-09-25,USD,UNITED STATES,AEE US Equity,,,147334625.23076922,XNYS,,100.78
AEM CN Equity,124813.0,ETF,2009823,Agnico Eagle Mines Ltd,2025-09-25,CAD,CANADA,,,,223193849.21875,XTSE,,160.01722
AENA SM Equity,160775.0,ETF,BTMKJR0,Aena SME SA,2025-09-25,EUR,SPAIN,ANYYY US Equity,13.358,789698.0503076924,37043252.3880597,XMAD,0.021318269843990236,27.11173
AEP US Equity,133106.0,ETF,2026242,American Electric Power Co Inc,2025-09-25,USD,UNITED STATES,AEP US Equity,,,347038681.53846157,XNGS,,107.86
AER US Equity,45118.0,ETF,B1HHKD3,AerCap Holdings NV,2025-09-25,USD,IRELAND,AER US Equity,,,174245371.3846154,XNYS,,122.3
AFG US Equity,19490.0,ETF,2134532,American Financial Group Inc/O,2025-09-25,USD,UNITED STATES,AFG US Equity,,,64102422.307692304,XNYS,,143.14
AFL US Equity,131910.0,ETF,2026361,Aflac Inc,2025-09-25,USD,UNITED STATES,AFL US Equity,,,273133930.7692308,XNYS,,109.48
AFRM US Equity,67070.0,ETF,BMF9NM8,Affirm Holdings Inc,2025-09-25,USD,UNITED STATES,AFRM US Equity,,,558605740.0,XNGS,,77.94
AGI CN Equity,105021.0,ETF,BZ3DNP6,Alamos Gold Inc,2025-09-25,CAD,CANADA,,,,62700298.328125,XTSE,,33.29506
AGN NA Equity,402036.0,ETF,BPH0Y27,Aegon Ltd,2025-09-25,EUR,NETHERLANDS,,,,38687048.65671642,XAMS,,7.94562
AGS BB Equity,44499.0,ETF,B86S2N0,Ageas SA/NV,2025-09-25,EUR,BELGIUM,AGESY US Equity,68.54,301580.0658461538,16950331.402985074,XBRU,0.01779198640287608,67.22496
AHT LN Equity,112754.0,ETF,0053673,Ashtead Group PLC,2025-09-25,GBp,BRITAIN,ASHTY US Equity,271.48,8386078.913846154,45933333.78787879,XLON,0.18257065669505423,66.6283
AI FP Equity,145572.0,ETF,B1YXBJ7,Air Liquide SA,2025-09-25,EUR,FRANCE,AIQUY US Equity,41.39,7589867.061538462,111643068.20895523,XPAR,0.0679833256403612,203.07539
AIA NZ Equity,389104.0,ETF,BKX3XG2,Auckland International Airport,2025-09-25,NZD,NEW ZEALAND,AUKNY US Equity,22.7,11444.800000000001,6143350.567164179,XNZE,0.0018629573349064166,4.50138
AIBG ID Equity,441908.0,ETF,BF0L353,AIB Group PLC,2025-09-25,EUR,IRELAND,AIBGY US Equity,17.8795,747716.9692307692,31081354.62686567,XDUB,0.024056769024618636,9.04502
AIG US Equity,144581.0,ETF,2027342,American International Group I,2025-09-25,USD,UNITED STATES,AIG US Equity,,,361406160.0,XNYS,,77.1
AIR FP Equity,149547.0,ETF,4012250,Airbus SE,2025-09-25,EUR,FRANCE,EADSY US Equity,57.57,24709242.46153846,203806614.92537314,XPAR,0.12123866769773946,226.254
AJG US Equity,65573.0,ETF,2359506,Arthur J Gallagher & Co,2025-09-25,USD,UNITED STATES,AJG US Equity,,,455336236.9230769,XNYS,,303.08
AKAM US Equity,37326.0,ETF,2507457,Akamai Technologies Inc,2025-09-25,USD,UNITED STATES,AKAM US Equity,,,142300517.84615386,XNGS,,75.38
AKBNK TI Equity,829709.0,ETF,B03MN70,Akbank TAS,2025-09-25,TRY,TURKEY,AKBTY US Equity,2.995,182598.34446153845,158642512.27272728,XIST,0.0011510051236936286,1.55869
AKE FP Equity,12406.0,ETF,B0Z5YZ2,Arkema SA,2025-09-25,EUR,FRANCE,ARKAY US Equity,63.73,908417.276923077,14755081.388059702,XPAR,0.06156640231467636,63.60695
AKRBP NO Equity,89848.0,ETF,B1L95G3,Aker BP ASA,2025-09-25,NOK,NORWAY,AKRBY US Equity,12.985,18048.620322580646,21165611.791044775,XOSL,0.0008527332212630426,26.06772
AKZA NA Equity,44418.0,ETF,BJ2KSG2,Akzo Nobel NV,2025-09-25,EUR,NETHERLANDS,AKZOY US Equity,23.76,1363115.5553846152,26015227.313432835,XAMS,0.052396834321750366,71.07639
AL IN Equity,683365.0,ETF,B01NFT1,Ashok Leyland Ltd,2025-09-25,INR,INDIA,,,,22452590.846153848,XNSE,,1.58267
ALA CN Equity,73387.0,ETF,B43WJC5,AltaGas Ltd,2025-09-25,CAD,CANADA,ATGSY US Equity,,,35128557.625,XTSE,,31.17107
ALARKAN AB Equity,168874.0,ETF,B2NC4X7,Dar Al Arkan Real Estate Devel,2025-09-25,SAR,SAUDI ARABIA,,,,6184304.803030303,XSAU,,4.994
ALBI AB Equity,172041.0,ETF,B12LZP7,Bank AlBilad,2025-09-25,SAR,SAUDI ARABIA,,,,11904232.287878787,XSAU,,7.65231
ALC SW Equity,123373.0,ETF,BJT1GR5,Alcon AG,2025-09-25,CHF,SWITZERLAND,,,,89083310.75757575,XSWX,,73.47652
ALDAR UH Equity,1012054.0,ETF,B0LX3Y2,Aldar Properties PJSC,2025-09-25,AED,UAE,,,,27067825.73846154,XADS,,2.48843
ALE PW Equity,137767.0,ETF,BMBQDF6,Allegro.eu SA,2025-09-25,PLN,POLAND,ALEUY US Equity,,,29414410.90909091,XWAR,,9.49355
ALFA SS Equity,78093.0,ETF,7332687,Alfa Laval AB,2025-09-25,SEK,SWEDEN,ALFVY US Equity,45.2,526533.4323076924,21398261.746268656,XSTO,0.02460636469219315,45.47377
ALFAA MM Equity,618200.0,ETF,2043423,Alfa SAB de CV,2025-09-25,MXN,MEXICO,,,,6684435.742424242,XMEX,,0.79363
ALGN US Equity,17862.0,ETF,2679204,Align Technology Inc,2025-09-25,USD,UNITED STATES,ALGN US Equity,,,231490171.3846154,XNGS,,124.88
ALI PM Equity,2252600.0,ETF,6055112,Ayala Land Inc,2025-09-25,PHP,PHILIPPINES,AYAAY US Equity,,645.75,7066520.246153846,XPHS,9.138161039748916e-05,0.44672
ALINMA AB Equity,365494.0,ETF,B39NWT3,Alinma Bank,2025-09-25,SAR,SAUDI ARABIA,,,,40438949.09090909,XSAU,,7.08706
ALKEM IN Equity,10380.0,ETF,BYY2WB4,Alkem Laboratories Ltd,2025-09-25,INR,INDIA,,,,10215992.676923078,XNSE,,62.06729
ALL AU Equity,147433.0,ETF,6253983,Aristocrat Leisure Ltd,2025-09-25,AUD,AUSTRALIA,,,,56053880.14925373,XASX,,44.68215
